id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,log_no_of_offices,log_no_of_accounts,log_deposit_amount
10069,2020,Uttar Pradesh,9,Bijnor,132,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10070,2020,Uttar Pradesh,9,Budaun,133,Central Region,Rural,0,0,0,0.0,0.0,0.0
10071,2020,Uttar Pradesh,9,Budaun,133,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10072,2020,Uttar Pradesh,9,Budaun,133,Central Region,Urban,0,0,0,0.0,0.0,0.0
10073,2020,Uttar Pradesh,9,Bulandshahr,134,Central Region,Rural,0,0,0,0.0,0.0,0.0
10074,2020,Uttar Pradesh,9,Bulandshahr,134,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10075,2020,Uttar Pradesh,9,Bulandshahr,134,Central Region,Urban,0,0,0,0.0,0.0,0.0
10076,2020,Uttar Pradesh,9,Chandauli,135,Central Region,Rural,0,0,0,0.0,0.0,0.0
10077,2020,Uttar Pradesh,9,Chandauli,135,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10078,2020,Uttar Pradesh,9,Chandauli,135,Central Region,Urban,0,0,0,0.0,0.0,0.0
10079,2020,Uttar Pradesh,9,Chitrakoot,136,Central Region,Rural,0,0,0,0.0,0.0,0.0
10080,2020,Uttar Pradesh,9,Chitrakoot,136,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10081,2020,Uttar Pradesh,9,Deoria,137,Central Region,Rural,0,0,0,0.0,0.0,0.0
10082,2020,Uttar Pradesh,9,Deoria,137,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10083,2020,Uttar Pradesh,9,Deoria,137,Central Region,Urban,0,0,0,0.0,0.0,0.0
10084,2020,Uttar Pradesh,9,Etah,138,Central Region,Rural,0,0,0,0.0,0.0,0.0
10085,2020,Uttar Pradesh,9,Etah,138,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10086,2020,Uttar Pradesh,9,Etah,138,Central Region,Urban,0,0,0,0.0,0.0,0.0
10087,2020,Uttar Pradesh,9,Etawah,139,Central Region,Rural,0,0,0,0.0,0.0,0.0
10088,2020,Uttar Pradesh,9,Etawah,139,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10089,2020,Uttar Pradesh,9,Etawah,139,Central Region,Urban,0,0,0,0.0,0.0,0.0
10090,2020,Uttar Pradesh,9,Farrukhabad,141,Central Region,Rural,0,0,0,0.0,0.0,0.0
10091,2020,Uttar Pradesh,9,Farrukhabad,141,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10092,2020,Uttar Pradesh,9,Farrukhabad,141,Central Region,Urban,0,0,0,0.0,0.0,0.0
10093,2020,Uttar Pradesh,9,Fatehpur,142,Central Region,Rural,0,0,0,0.0,0.0,0.0
10094,2020,Uttar Pradesh,9,Fatehpur,142,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10095,2020,Uttar Pradesh,9,Fatehpur,142,Central Region,Urban,0,0,0,0.0,0.0,0.0
10096,2020,Uttar Pradesh,9,Firozabad,143,Central Region,Rural,0,0,0,0.0,0.0,0.0
10097,2020,Uttar Pradesh,9,Firozabad,143,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10098,2020,Uttar Pradesh,9,Firozabad,143,Central Region,Urban,0,0,0,0.0,0.0,0.0
10099,2020,Uttar Pradesh,9,Gautam Buddha Nagar,144,Central Region,Rural,0,0,0,0.0,0.0,0.0
10100,2020,Uttar Pradesh,9,Gautam Buddha Nagar,144,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10101,2020,Uttar Pradesh,9,Gautam Buddha Nagar,144,Central Region,Urban,0,0,0,0.0,0.0,0.0
10102,2020,Uttar Pradesh,9,Ghaziabad,145,Central Region,Rural,0,0,0,0.0,0.0,0.0
10103,2020,Uttar Pradesh,9,Ghaziabad,145,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10104,2020,Uttar Pradesh,9,Ghaziabad,145,Central Region,Urban,0,0,0,0.0,0.0,0.0
10105,2020,Uttar Pradesh,9,Ghaziabad,145,Central Region,Metropolitan,0,0,0,0.0,0.0,0.0
10106,2020,Uttar Pradesh,9,Ghazipur,146,Central Region,Rural,0,0,0,0.0,0.0,0.0
10107,2020,Uttar Pradesh,9,Ghazipur,146,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10108,2020,Uttar Pradesh,9,Ghazipur,146,Central Region,Urban,0,0,0,0.0,0.0,0.0
10109,2020,Uttar Pradesh,9,Gonda,147,Central Region,Rural,0,0,0,0.0,0.0,0.0
10110,2020,Uttar Pradesh,9,Gonda,147,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10111,2020,Uttar Pradesh,9,Gonda,147,Central Region,Urban,0,0,0,0.0,0.0,0.0
10112,2020,Uttar Pradesh,9,Gorakhpur,148,Central Region,Rural,0,0,0,0.0,0.0,0.0
10113,2020,Uttar Pradesh,9,Gorakhpur,148,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10114,2020,Uttar Pradesh,9,Gorakhpur,148,Central Region,Urban,0,0,0,0.0,0.0,0.0
10115,2020,Uttar Pradesh,9,Hamirpur,17,Central Region,Rural,0,0,0,0.0,0.0,0.0
10116,2020,Uttar Pradesh,9,Hamirpur,17,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10117,2020,Uttar Pradesh,9,Hapur,661,Central Region,Rural,0,0,0,0.0,0.0,0.0
10118,2020,Uttar Pradesh,9,Hapur,661,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10119,2020,Uttar Pradesh,9,Hapur,661,Central Region,Urban,0,0,0,0.0,0.0,0.0
10120,2020,Uttar Pradesh,9,Hardoi,150,Central Region,Rural,0,0,0,0.0,0.0,0.0
10121,2020,Uttar Pradesh,9,Hardoi,150,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10122,2020,Uttar Pradesh,9,Hardoi,150,Central Region,Urban,0,0,0,0.0,0.0,0.0
10123,2020,Uttar Pradesh,9,Hathras,163,Central Region,Rural,0,0,0,0.0,0.0,0.0
10124,2020,Uttar Pradesh,9,Hathras,163,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10125,2020,Uttar Pradesh,9,Hathras,163,Central Region,Urban,0,0,0,0.0,0.0,0.0
10126,2020,Uttar Pradesh,9,Jalaun,151,Central Region,Rural,0,0,0,0.0,0.0,0.0
10127,2020,Uttar Pradesh,9,Jalaun,151,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10128,2020,Uttar Pradesh,9,Jalaun,151,Central Region,Urban,0,0,0,0.0,0.0,0.0
10129,2020,Uttar Pradesh,9,Jaunpur,152,Central Region,Rural,0,0,0,0.0,0.0,0.0
10130,2020,Uttar Pradesh,9,Jaunpur,152,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10131,2020,Uttar Pradesh,9,Jaunpur,152,Central Region,Urban,0,0,0,0.0,0.0,0.0
10132,2020,Uttar Pradesh,9,Jhansi,153,Central Region,Rural,0,0,0,0.0,0.0,0.0
10133,2020,Uttar Pradesh,9,Jhansi,153,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10134,2020,Uttar Pradesh,9,Jhansi,153,Central Region,Urban,0,0,0,0.0,0.0,0.0
10135,2020,Uttar Pradesh,9,Kannauj,155,Central Region,Rural,0,0,0,0.0,0.0,0.0
10136,2020,Uttar Pradesh,9,Kannauj,155,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10137,2020,Uttar Pradesh,9,Kanpur Dehat,156,Central Region,Rural,0,0,0,0.0,0.0,0.0
10138,2020,Uttar Pradesh,9,Kanpur Dehat,156,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10139,2020,Uttar Pradesh,9,Kanpur Nagar,157,Central Region,Rural,0,0,0,0.0,0.0,0.0
10140,2020,Uttar Pradesh,9,Kanpur Nagar,157,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10141,2020,Uttar Pradesh,9,Kanpur Nagar,157,Central Region,Metropolitan,0,0,0,0.0,0.0,0.0
10142,2020,Uttar Pradesh,9,Kasganj,633,Central Region,Rural,0,0,0,0.0,0.0,0.0
10143,2020,Uttar Pradesh,9,Kasganj,633,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10144,2020,Uttar Pradesh,9,Kasganj,633,Central Region,Urban,0,0,0,0.0,0.0,0.0
10145,2020,Uttar Pradesh,9,Kaushambi,158,Central Region,Rural,0,0,0,0.0,0.0,0.0
10146,2020,Uttar Pradesh,9,Kaushambi,158,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10147,2020,Uttar Pradesh,9,Kheri,159,Central Region,Rural,0,0,0,0.0,0.0,0.0
10148,2020,Uttar Pradesh,9,Kheri,159,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10149,2020,Uttar Pradesh,9,Kheri,159,Central Region,Urban,0,0,0,0.0,0.0,0.0
10150,2020,Uttar Pradesh,9,Kushi Nagar,160,Central Region,Rural,0,0,0,0.0,0.0,0.0
10151,2020,Uttar Pradesh,9,Kushi Nagar,160,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10152,2020,Uttar Pradesh,9,Lalitpur,161,Central Region,Rural,0,0,0,0.0,0.0,0.0
10153,2020,Uttar Pradesh,9,Lalitpur,161,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10154,2020,Uttar Pradesh,9,Lalitpur,161,Central Region,Urban,0,0,0,0.0,0.0,0.0
10155,2020,Uttar Pradesh,9,Lucknow,162,Central Region,Rural,0,0,0,0.0,0.0,0.0
10156,2020,Uttar Pradesh,9,Lucknow,162,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10157,2020,Uttar Pradesh,9,Lucknow,162,Central Region,Metropolitan,0,0,0,0.0,0.0,0.0
10158,2020,Uttar Pradesh,9,Maharajganj,164,Central Region,Rural,0,0,0,0.0,0.0,0.0
10159,2020,Uttar Pradesh,9,Maharajganj,164,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10160,2020,Uttar Pradesh,9,Mahoba,165,Central Region,Rural,0,0,0,0.0,0.0,0.0
10161,2020,Uttar Pradesh,9,Mahoba,165,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10162,2020,Uttar Pradesh,9,Mainpuri,166,Central Region,Rural,0,0,0,0.0,0.0,0.0
10163,2020,Uttar Pradesh,9,Mainpuri,166,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10164,2020,Uttar Pradesh,9,Mainpuri,166,Central Region,Urban,0,0,0,0.0,0.0,0.0
10165,2020,Uttar Pradesh,9,Mathura,167,Central Region,Rural,0,0,0,0.0,0.0,0.0
10166,2020,Uttar Pradesh,9,Mathura,167,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10167,2020,Uttar Pradesh,9,Mathura,167,Central Region,Urban,0,0,0,0.0,0.0,0.0
10168,2020,Uttar Pradesh,9,Mau,168,Central Region,Rural,0,0,0,0.0,0.0,0.0
10169,2020,Uttar Pradesh,9,Mau,168,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10170,2020,Uttar Pradesh,9,Mau,168,Central Region,Urban,0,0,0,0.0,0.0,0.0
10171,2020,Uttar Pradesh,9,Meerut,169,Central Region,Rural,0,0,0,0.0,0.0,0.0
10172,2020,Uttar Pradesh,9,Meerut,169,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10173,2020,Uttar Pradesh,9,Meerut,169,Central Region,Metropolitan,0,0,0,0.0,0.0,0.0
10174,2020,Uttar Pradesh,9,Mirzapur,170,Central Region,Rural,0,0,0,0.0,0.0,0.0
10175,2020,Uttar Pradesh,9,Mirzapur,170,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10176,2020,Uttar Pradesh,9,Mirzapur,170,Central Region,Urban,0,0,0,0.0,0.0,0.0
10177,2020,Uttar Pradesh,9,Moradabad,171,Central Region,Rural,0,0,0,0.0,0.0,0.0
10178,2020,Uttar Pradesh,9,Moradabad,171,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10179,2020,Uttar Pradesh,9,Moradabad,171,Central Region,Urban,0,0,0,0.0,0.0,0.0
10180,2020,Uttar Pradesh,9,Muzaffarnagar,172,Central Region,Rural,0,0,0,0.0,0.0,0.0
10181,2020,Uttar Pradesh,9,Muzaffarnagar,172,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10182,2020,Uttar Pradesh,9,Muzaffarnagar,172,Central Region,Urban,0,0,0,0.0,0.0,0.0
10183,2020,Uttar Pradesh,9,Pilibhit,173,Central Region,Rural,0,0,0,0.0,0.0,0.0
10184,2020,Uttar Pradesh,9,Pilibhit,173,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10185,2020,Uttar Pradesh,9,Pilibhit,173,Central Region,Urban,0,0,0,0.0,0.0,0.0
10186,2020,Uttar Pradesh,9,Pratapgarh,629,Central Region,Rural,0,0,0,0.0,0.0,0.0
10187,2020,Uttar Pradesh,9,Pratapgarh,629,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10188,2020,Uttar Pradesh,9,Prayagraj,120,Central Region,Rural,0,0,0,0.0,0.0,0.0
10189,2020,Uttar Pradesh,9,Prayagraj,120,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10190,2020,Uttar Pradesh,9,Prayagraj,120,Central Region,Metropolitan,0,0,0,0.0,0.0,0.0
10191,2020,Uttar Pradesh,9,Rae Bareli,175,Central Region,Rural,0,0,0,0.0,0.0,0.0
10192,2020,Uttar Pradesh,9,Rae Bareli,175,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10193,2020,Uttar Pradesh,9,Rae Bareli,175,Central Region,Urban,0,0,0,0.0,0.0,0.0
10194,2020,Uttar Pradesh,9,Rampur,176,Central Region,Rural,0,0,0,0.0,0.0,0.0
10195,2020,Uttar Pradesh,9,Rampur,176,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10196,2020,Uttar Pradesh,9,Rampur,176,Central Region,Urban,0,0,0,0.0,0.0,0.0
10197,2020,Uttar Pradesh,9,Saharanpur,177,Central Region,Rural,0,0,0,0.0,0.0,0.0
10198,2020,Uttar Pradesh,9,Saharanpur,177,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10199,2020,Uttar Pradesh,9,Saharanpur,177,Central Region,Urban,0,0,0,0.0,0.0,0.0
10200,2020,Uttar Pradesh,9,Sambhal,659,Central Region,Rural,0,0,0,0.0,0.0,0.0
10201,2020,Uttar Pradesh,9,Sambhal,659,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10202,2020,Uttar Pradesh,9,Sambhal,659,Central Region,Urban,0,0,0,0.0,0.0,0.0
10203,2020,Uttar Pradesh,9,Sant Kabeer Nagar,178,Central Region,Rural,0,0,0,0.0,0.0,0.0
10204,2020,Uttar Pradesh,9,Sant Kabeer Nagar,178,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10205,2020,Uttar Pradesh,9,Bhadohi,179,Central Region,Rural,0,0,0,0.0,0.0,0.0
10206,2020,Uttar Pradesh,9,Bhadohi,179,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10207,2020,Uttar Pradesh,9,Shahjahanpur,180,Central Region,Rural,0,0,0,0.0,0.0,0.0
10208,2020,Uttar Pradesh,9,Shahjahanpur,180,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10209,2020,Uttar Pradesh,9,Shahjahanpur,180,Central Region,Urban,0,0,0,0.0,0.0,0.0
10210,2020,Uttar Pradesh,9,Shamli,660,Central Region,Rural,0,0,0,0.0,0.0,0.0
10211,2020,Uttar Pradesh,9,Shamli,660,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10212,2020,Uttar Pradesh,9,Shamli,660,Central Region,Urban,0,0,0,0.0,0.0,0.0
10213,2020,Uttar Pradesh,9,Shravasti,181,Central Region,Rural,0,0,0,0.0,0.0,0.0
10214,2020,Uttar Pradesh,9,Shravasti,181,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10215,2020,Uttar Pradesh,9,Siddharth Nagar,182,Central Region,Rural,0,0,0,0.0,0.0,0.0
10216,2020,Uttar Pradesh,9,Siddharth Nagar,182,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10217,2020,Uttar Pradesh,9,Sitapur,183,Central Region,Rural,0,0,0,0.0,0.0,0.0
10218,2020,Uttar Pradesh,9,Sitapur,183,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10219,2020,Uttar Pradesh,9,Sitapur,183,Central Region,Urban,0,0,0,0.0,0.0,0.0
10220,2020,Uttar Pradesh,9,Sonbhadra,184,Central Region,Rural,0,0,0,0.0,0.0,0.0
10221,2020,Uttar Pradesh,9,Sonbhadra,184,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10222,2020,Uttar Pradesh,9,Sultanpur,185,Central Region,Rural,0,0,0,0.0,0.0,0.0
10223,2020,Uttar Pradesh,9,Sultanpur,185,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10224,2020,Uttar Pradesh,9,Sultanpur,185,Central Region,Urban,0,0,0,0.0,0.0,0.0
10225,2020,Uttar Pradesh,9,Unnao,186,Central Region,Rural,0,0,0,0.0,0.0,0.0
10226,2020,Uttar Pradesh,9,Unnao,186,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10227,2020,Uttar Pradesh,9,Unnao,186,Central Region,Urban,0,0,0,0.0,0.0,0.0
10228,2020,Uttar Pradesh,9,Varanasi,187,Central Region,Rural,0,0,0,0.0,0.0,0.0
10229,2020,Uttar Pradesh,9,Varanasi,187,Central Region,Semi-urban,0,0,0,0.0,0.0,0.0
10230,2020,Uttar Pradesh,9,Varanasi,187,Central Region,Metropolitan,0,0,0,0.0,0.0,0.0
10231,2020,Uttar Pradesh,9,Agra,118,Central Region,Rural,95,1124,2748,4.564348191467836,7.025538314638521,7.918992488165245
10232,2020,Uttar Pradesh,9,Agra,118,Central Region,Semi-urban,112,1898,3950,4.727387818712341,7.549082710812286,8.281723990411392
10233,2020,Uttar Pradesh,9,Agra,118,Central Region,Metropolitan,345,4260,33054,5.846438775057725,8.357259153499912,10.405928119767678
10234,2020,Uttar Pradesh,9,Aligarh,119,Central Region,Rural,107,1516,2825,4.68213122712422,7.324489979348532,7.946617563244473
10235,2020,Uttar Pradesh,9,Aligarh,119,Central Region,Semi-urban,77,1313,2956,4.356708826689592,7.1808311990445555,7.9919305198524775
10236,2020,Uttar Pradesh,9,Aligarh,119,Central Region,Urban,127,1847,15030,4.852030263919617,7.521859252201629,9.617870014133226
10237,2020,Uttar Pradesh,9,Ambedkar Nagar,121,Central Region,Rural,104,2248,3163,4.653960350157523,7.718240951959316,8.059592328887545
10238,2020,Uttar Pradesh,9,Ambedkar Nagar,121,Central Region,Semi-urban,46,963,2543,3.8501476017100584,6.871091294610546,7.841492924460013
10239,2020,Uttar Pradesh,9,Ambedkar Nagar,121,Central Region,Urban,26,339,1104,3.295836866004329,5.8289456176102075,7.007600613951853
10240,2020,Uttar Pradesh,9,Amethi,640,Central Region,Rural,162,2427,5124,5.093750200806762,7.794823152179389,8.54188580400661
10241,2020,Uttar Pradesh,9,Amethi,640,Central Region,Semi-urban,30,432,1452,3.4339872044851463,6.07073772800249,7.2813856635702825
10242,2020,Uttar Pradesh,9,Auraiya,122,Central Region,Rural,48,917,1596,3.8918202981106265,6.822197390620491,7.3758821482150125
10243,2020,Uttar Pradesh,9,Auraiya,122,Central Region,Semi-urban,51,891,2854,3.9512437185814275,6.79346613258001,7.956827122090111
10244,2020,Uttar Pradesh,9,Ayodhya,140,Central Region,Rural,100,2072,3571,4.61512051684126,7.636752112435779,8.18088094199639
10245,2020,Uttar Pradesh,9,Ayodhya,140,Central Region,Semi-urban,38,775,2223,3.6635616461296463,6.654152520183219,7.707062655370473
10246,2020,Uttar Pradesh,9,Ayodhya,140,Central Region,Urban,67,789,5865,4.219507705176107,6.672032945461067,8.676928249537397
10247,2020,Uttar Pradesh,9,Azamgarh,123,Central Region,Rural,215,4706,10712,5.375278407684165,8.456806041401142,9.279213236262558
10248,2020,Uttar Pradesh,9,Azamgarh,123,Central Region,Semi-urban,52,1071,2738,3.970291913552122,6.977281341630747,7.915348169263078
10249,2020,Uttar Pradesh,9,Azamgarh,123,Central Region,Urban,51,674,4386,3.9512437185814275,6.51471269087253,8.386400901166214
10250,2020,Uttar Pradesh,9,Baghpat,124,Central Region,Rural,61,538,1290,4.127134385045092,6.289715570908998,7.1631723908466425
10251,2020,Uttar Pradesh,9,Baghpat,124,Central Region,Semi-urban,45,630,2180,3.828641396489095,6.447305862541213,7.687538766201629
10252,2020,Uttar Pradesh,9,Baghpat,124,Central Region,Urban,24,371,1704,3.2188758248682006,5.918893854273146,7.4413203897176174
10253,2020,Uttar Pradesh,9,Bahraich,125,Central Region,Rural,133,2560,2893,4.897839799950911,7.848153086199526,7.970394907191429
10254,2020,Uttar Pradesh,9,Bahraich,125,Central Region,Semi-urban,23,525,1046,3.1780538303479458,6.26530121273771,6.953684210870537
10255,2020,Uttar Pradesh,9,Bahraich,125,Central Region,Urban,42,571,2746,3.7612001156935624,6.349138991379798,7.918264686095274
10256,2020,Uttar Pradesh,9,Ballia,126,Central Region,Rural,125,2465,4309,4.836281906951478,7.81035268372429,8.368693183097793
10257,2020,Uttar Pradesh,9,Ballia,126,Central Region,Semi-urban,70,1902,4101,4.2626798770413155,7.551186867296149,8.319229938632326
10258,2020,Uttar Pradesh,9,Ballia,126,Central Region,Urban,35,662,3731,3.58351893845611,6.4967749901858625,8.224699561967235
10259,2020,Uttar Pradesh,9,Balrampur,649,Central Region,Rural,101,1480,2414,4.624972813284271,7.300472814267799,7.789454566086673
10260,2020,Uttar Pradesh,9,Balrampur,649,Central Region,Semi-urban,43,767,2334,3.784189633918261,6.643789733147672,7.755767170102998
10261,2020,Uttar Pradesh,9,Banda,128,Central Region,Rural,81,1130,1673,4.406719247264253,7.030857476116121,7.422971251049421
10262,2020,Uttar Pradesh,9,Banda,128,Central Region,Semi-urban,25,578,1191,3.258096538021482,6.361302477572996,7.083387847625295
10263,2020,Uttar Pradesh,9,Banda,128,Central Region,Urban,33,394,2624,3.5263605246161616,5.978885764901122,7.872836175025724
10264,2020,Uttar Pradesh,9,Barabanki,129,Central Region,Rural,153,2328,3375,5.0369526024136295,7.753194269884341,8.124446855715847
10265,2020,Uttar Pradesh,9,Barabanki,129,Central Region,Semi-urban,110,1523,4857,4.709530201312334,7.329093736246592,8.488382109562117
10266,2020,Uttar Pradesh,9,Bareilly,130,Central Region,Rural,140,1878,2559,4.948759890378168,7.538494999413465,7.847762537473608
10267,2020,Uttar Pradesh,9,Bareilly,130,Central Region,Semi-urban,91,1543,2483,4.5217885770490405,7.342131730584722,7.81762544305337
10268,2020,Uttar Pradesh,9,Bareilly,130,Central Region,Urban,196,2298,17065,5.2832037287379885,7.740229524763182,9.744843459096531
10269,2020,Uttar Pradesh,9,Basti,131,Central Region,Rural,122,2798,4612,4.812184355372417,7.937017489515454,8.43663368355782
10270,2020,Uttar Pradesh,9,Basti,131,Central Region,Semi-urban,5,53,71,1.791759469228055,3.9889840465642745,4.276666119016055
10271,2020,Uttar Pradesh,9,Basti,131,Central Region,Urban,41,537,3211,3.7376696182833684,6.2878585601617845,8.074649075066652
10272,2020,Uttar Pradesh,9,Sambhal,659,Central Region,Rural,96,1368,1624,4.574710978503383,7.221835825288449,7.393263094763838
10273,2020,Uttar Pradesh,9,Sambhal,659,Central Region,Semi-urban,28,562,1043,3.367295829986474,6.333279628139691,6.950814768442584
10274,2020,Uttar Pradesh,9,Sambhal,659,Central Region,Urban,35,644,2104,3.58351893845611,6.4692503167957724,7.652070746116482
10275,2020,Uttar Pradesh,9,Bijnor,132,Central Region,Rural,126,1679,3003,4.844187086458591,7.426549072397305,8.007700012884026
10276,2020,Uttar Pradesh,9,Bijnor,132,Central Region,Semi-urban,167,2953,9766,5.123963979403259,7.9909154630913255,9.186764635447478
10277,2020,Uttar Pradesh,9,Budaun,133,Central Region,Rural,79,1315,1421,4.382026634673881,7.182352111885263,7.259819610363186
10278,2020,Uttar Pradesh,9,Budaun,133,Central Region,Semi-urban,59,1545,2244,4.0943445622221,7.343426229147367,7.716460800176355
10279,2020,Uttar Pradesh,9,Budaun,133,Central Region,Urban,30,451,2217,3.4339872044851463,6.113682179832232,7.704361167910313
10280,2020,Uttar Pradesh,9,Bulandshahr,134,Central Region,Rural,101,1658,3063,4.624972813284271,7.413970290190444,8.027476530860483
10281,2020,Uttar Pradesh,9,Bulandshahr,134,Central Region,Semi-urban,80,1530,4456,4.394449154672439,7.333676395657684,8.402231172946555
10282,2020,Uttar Pradesh,9,Bulandshahr,134,Central Region,Urban,71,1026,6042,4.276666119016055,6.934397209928558,8.706655856361559
10283,2020,Uttar Pradesh,9,Chandauli,135,Central Region,Rural,112,1910,3206,4.727387818712341,7.555381944240273,8.073091199693154
10284,2020,Uttar Pradesh,9,Chandauli,135,Central Region,Semi-urban,32,469,1577,3.4965075614664802,6.152732694704104,7.363913501405819
10285,2020,Uttar Pradesh,9,Chandauli,135,Central Region,Urban,26,417,1773,3.295836866004329,6.035481432524756,7.480992162869525
10286,2020,Uttar Pradesh,9,Chitrakoot,136,Central Region,Rural,44,650,1008,3.8066624897703196,6.478509642208569,6.9167150203536085
10287,2020,Uttar Pradesh,9,Chitrakoot,136,Central Region,Semi-urban,37,576,1777,3.6375861597263857,6.3578422665081,7.48324441607385
10288,2020,Uttar Pradesh,9,Deoria,137,Central Region,Rural,129,2734,4527,4.867534450455582,7.913886714856082,8.41803561988302
10289,2020,Uttar Pradesh,9,Deoria,137,Central Region,Semi-urban,60,1246,3072,4.110873864173311,7.1284959456800365,8.030409562130485
10290,2020,Uttar Pradesh,9,Deoria,137,Central Region,Urban,40,739,3883,3.713572066704308,6.606650186198215,8.264620829411216
10291,2020,Uttar Pradesh,9,Etah,138,Central Region,Rural,60,790,1042,4.110873864173311,6.673297967767654,6.949856455000773
10292,2020,Uttar Pradesh,9,Etah,138,Central Region,Semi-urban,29,725,1224,3.4011973816621555,6.587550014824796,7.110696122978827
10293,2020,Uttar Pradesh,9,Etah,138,Central Region,Urban,37,501,2653,3.6375861597263857,6.218600119691729,7.8838232148921525
10294,2020,Uttar Pradesh,9,Etawah,139,Central Region,Rural,56,922,1666,4.04305126783455,6.827629234502852,7.418780882750794
10295,2020,Uttar Pradesh,9,Etawah,139,Central Region,Semi-urban,29,601,1617,3.4011973816621555,6.400257445308821,7.388946097618437
10296,2020,Uttar Pradesh,9,Etawah,139,Central Region,Urban,38,621,3933,3.6635616461296463,6.432940092739179,8.277411998949004
10297,2020,Uttar Pradesh,9,Farrukhabad,141,Central Region,Rural,57,887,1074,4.060443010546419,6.78897174299217,6.980075940561763
10298,2020,Uttar Pradesh,9,Farrukhabad,141,Central Region,Semi-urban,30,660,1516,3.4339872044851463,6.493753839851686,7.324489979348532
10299,2020,Uttar Pradesh,9,Farrukhabad,141,Central Region,Urban,45,680,3568,3.828641396489095,6.523562306149512,8.18004072349016
10300,2020,Uttar Pradesh,9,Fatehpur,142,Central Region,Rural,111,1800,3021,4.718498871295094,7.496097345175956,8.013674142832684
10301,2020,Uttar Pradesh,9,Fatehpur,142,Central Region,Semi-urban,47,915,2211,3.871201010907891,6.82001636467413,7.701652362642226
10302,2020,Uttar Pradesh,9,Fatehpur,142,Central Region,Urban,33,522,3014,3.5263605246161616,6.259581464064923,8.011355109161286
10303,2020,Uttar Pradesh,9,Firozabad,143,Central Region,Rural,52,778,953,3.970291913552122,6.658011045870748,6.860663671448287
